textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),sentiment_numeric
34522a55d8,"ಓಹ್ ಹೌದು (: ನಾನು ಪ್ರಾರಂಭಿಸಲು ಒಂಟಿಯಾಗಿದ್ದೇನೆ, ನಾನು **** ಆಗಲಿರುವ ವ್ಯಕ್ತಿಗೆ ಧನ್ಯವಾದಗಳು",ಋಣಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ಸಿಯೆರಾ ಲಿಯೋನ್,7976983.0,72180.0,111.0,0
ca5909d8ea,http://twitpic.com/4wb52 - ಎಂತಹ ಸುಂದರ ಮಗು!,ಧನಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ಮೆಕ್ಸಿಕೋ,128932753.0,1943950.0,66.0,2
cf0e868f70,ಇದು ಸುಗಮ ಹಾರಾಟ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ. ಸುರಕ್ಷಿತವಾಗಿರಿ! ಬೋಸ್ಟನ್‌ನಿಂದ ಹೆಚ್ಚು ಪ್ರೀತಿ!,ಧನಾತ್ಮಕ,ರಾತ್ರಿ,31-45,ಸೆನೆಗಲ್,16743927.0,192530.0,87.0,2
9f2322eb66,ಈಗ ಇಂಟರ್ನೆಟ್‌ನಿಂದ ಹೊರಗಿದೆ ಎಂದು ಸಂದೇಶ ಕಳುಹಿಸಿ,ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,46-60,ಹಂಗೇರಿ,9660351.0,90530.0,107.0,1
9642c003ef,ಏನು ಸಂದರ್ಶನ! ನನ್ನನ್ನು ಬಿಟ್ಟುಬಿಡು,ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,46-60,ಅಂಡೋರಾ,77265.0,470.0,164.0,0
85f882c027,ಹೌದು.. ನನ್ನ ಪಿಸಿ ಕ್ಲೈಂಟ್ ಅನ್ನು ಚಲಾಯಿಸಲು ಸಾಧ್ಯವಿಲ್ಲದ ಕಾರಣ ನಾನು ಬಿಟ್ಟಿದ್ದೇನೆ. ನಾನು ಈಗ ಹೊಸದನ್ನು ಹೊಂದುತ್ತೇನೆ ಎಂದು ನಾನು ಭಾವಿಸಿದೆ.,ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,0-20,ಶ್ರೀಲಂಕಾ,21413249.0,62710.0,341.0,0
9a9fa3f033,"ನಾನು ಈ ಅಪ್ಲಿಕೇಶನ್ ವಿಷಯಗಳನ್ನು ಪ್ರೀತಿಸುತ್ತೇನೆ, ಇದು ಅದ್ಭುತವಾಗಿದೆ ಸಹೋದರ.",ಧನಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,60-70,ಟುವಾಲು,11792.0,30.0,393.0,2
982b1c05d3,"ಹುಡುಗರೇ ಆಲ್ಬಮ್ ಅನ್ನು ಪ್ರೀತಿಸಿ ಮತ್ತು ಅಧಿಕೃತ ಬಿಡುಗಡೆಗಾಗಿ ಕಾಯಲು ಸಾಧ್ಯವಿಲ್ಲ, ಕುತೂಹಲದಿಂದ, ಅದರಲ್ಲಿ ಯಾವ ಟಾಪ್ 3 ಸಾಫ್ಟ್‌ಸಿಂಥ್‌ಗಳು/DAW ಅನ್ನು ಬಳಸಲಾಗಿದೆ?",ಧನಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,0-20,ಈಜಿಪ್ಟ್,102334404.0,995450.0,103.0,2
a584ebd602,_ರಾಣಿಗೆ ಇಷ್ಟವಾಯಿತು,ಧನಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,60-70,ಚಾಡ್,16425864.0,1259200.0,13.0,2
213f65851d,ಇಲ್ಲಿಯವರೆಗೆ ದಿನವು ಉತ್ತಮವಾಗಿ ನಡೆಯುತ್ತಿದೆ. 4ರ ವರೆಗೆ ಸಭೆ ಇದ್ದರೂ.,ಧನಾತ್ಮಕ,ರಾತ್ರಿ,31-45,ಮಾಲ್ಡೀವ್ಸ್,540544.0,300.0,1802.0,2
b751f39570,"ಹೌದು, ನನಗೆ ಗೊತ್ತಿರಬೇಕು.. ಆದರೆ ಎಲ್ಲವನ್ನೂ ಹೇಳಿ!  ps: ನನಗೆ ನೇರ ಸಂದೇಶಗಳನ್ನು ಕಳುಹಿಸಿ.. ಹಹಾ",ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,0-20,ತಜಕಿಸ್ತಾನ್,9537645.0,139960.0,68.0,1
a2c8b8dad7,ಬ್ರಿಸ್ಬೇನ್‌ನಲ್ಲಿರುವ ಆಕ್ಸ್‌ಫರ್ಡ್ ಇಂಟರ್ನೆಟ್ ಇನ್‌ಸ್ಟಿಟ್ಯೂಟ್ ಸನ್ನರ್ ಡಾಕ್ಟರಲ್ ಕಾರ್ಯಕ್ರಮಕ್ಕೆ ಹೋಗುವುದಿಲ್ಲ: ಹಣಕಾಸಿನ ಕೊರತೆ,ಋಣಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ಪೆರು,32971854.0,1280000.0,26.0,0
ded636e263,"ಹಾ, ನನ್ನ ಪ್ರಬಂಧದ ಕಾಗದದ ಪ್ರತಿಯನ್ನು ಕಳುಹಿಸಲು ಮೊದಲ ವಿನಂತಿ",ತಟಸ್ಥ,ಮಧ್ಯಾಹ್ನ,60-70,ಹೋಲಿ ಸೀ,801.0,0.0,2003.0,1
4c086d6a58,ನಾಳೆ ನನ್ನ ಕೊನೆಯ ವಿಯನ್ನು ಹೊಂದಿದ್ದರೆ ಸೇಬುಗಳು ಮತ್ತು ಕೆಫೀನ್ ಅಲ್ಲ; (ಎನ್ 2 ಚಾಕೊಲೇಟ್ ಅನ್ನು ಕಡಿಮೆ ಮಾಡಿ ಬೈ ಬೈ ಚೋಸಿ,ತಟಸ್ಥ,ರಾತ್ರಿ,31-45,ಕಿರಿಬಾಟಿ,119449.0,810.0,147.0,1
4cc7d9995d,ದೇವರೇ ನನಗೆ ಬೇಸರವಾಗಿದೆ. ಬೇಗ.. ನಾನು ಹೋಗಬೇಕೆಂದಿದ್ದೇನೆ.. ಮಲಗಲು ನಾನು ಯಾಕೆ ಕೆಲಸದಲ್ಲಿದ್ದೇನೆ?  *ಕೇ<3*,ಋಣಾತ್ಮಕ,ರಾತ್ರಿ,31-45,ಉತ್ತರ ಮ್ಯಾಸಿಡೋನಿಯಾ,2083374.0,25220.0,83.0,0
f79609f1b3,"ಲವಿನ್`, , & _ಬೈಲೋನ್ ಇದೀಗ ತುಂಬಾ!",ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,46-60,ಫಿಲಿಪೈನ್ಸ್,109581078.0,298170.0,368.0,1
5be8565b8d,ನಾನು ಹೋಗಲಾರೆ ಎಂದು ದುಃಖಿತನಾಗಿದ್ದೇನೆ. ಇದು ನನಗೆ ದುಃಖವನ್ನುಂಟು ಮಾಡುತ್ತದೆ,ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,46-60,ಬೆನಿನ್,12123200.0,112760.0,108.0,0
9fce30159a,ಮಿಸ್ ಯು,ಋಣಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,60-70,ಬೆಲ್ಜಿಯಂ,11589623.0,30280.0,383.0,0
a7af432585,ಪರಿವರ್ತನೆಯ ಸಮಯ ಮುಗಿದಿದೆ; ಇಂದು ರಾತ್ರಿ ನಾನು ರಾತ್ರಿ ಪಾಳಿಯಲ್ಲಿ ಕೆಲಸ ಮಾಡುತ್ತೇನೆ. ನಾನು 1330 ರಲ್ಲಿ ಎಚ್ಚರವಾಯಿತು.,ತಟಸ್ಥ,ರಾತ್ರಿ,31-45,ಸೆನೆಗಲ್,16743927.0,192530.0,87.0,1
226adfd977,ಇಂದು ರಾತ್ರಿ ವಿನೋದಮಯವಾಗಿತ್ತು,ಧನಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,46-60,ಬುರುಂಡಿ,11890784.0,25680.0,463.0,2
689c6b69c9,ನಾನು ಬಾಸ್ ನಂತೆ ನನ್ನ ಪಾತ್ರೆಗಳನ್ನು ತೊಳೆಯುತ್ತೇನೆ !! LOL,ತಟಸ್ಥ,ಮಧ್ಯಾಹ್ನ,60-70,ಜರ್ಮನಿ,83783942.0,348560.0,240.0,1
3d1184dabd,ಶುಭೋದಯ! ಕೇವಲ ಮಲಗಲು ಹೋದರು ಮತ್ತು ಈಗಾಗಲೇ ಬೆಳಿಗ್ಗೆ ... ವೇಗವಾಗಿ ಹೋಗುತ್ತದೆ! ಈಗ ನಾನು ಶೀಘ್ರದಲ್ಲೇ ಜಿಮ್‌ಗೆ ಹೋಗುತ್ತಿದ್ದೇನೆ. ಒಳ್ಳೆಯ ದಿನ!,ಧನಾತ್ಮಕ,ರಾತ್ರಿ,31-45,ಕೊಮೊರೊಸ್,869601.0,1861.0,467.0,2
d664f99182,ROTC ಅವರು ಬಯಸಿದಲ್ಲಿ ಪ್ರಯತ್ನಿಸಲು ಮತ್ತು ಏರಲು ಸಹೋದ್ಯೋಗಿಗಳಿಗೆ ಕೆಲಸ ಮಾಡಲು ಕ್ಲೈಂಬಿಂಗ್ ಗೋಡೆಯನ್ನು ತಂದರು.  ನಾನು ಇಂದು ಮನೆಯಲ್ಲಿ ನನ್ನ ಕ್ಲೈಂಬಿಂಗ್ ಶೂಗಳನ್ನು ಮರೆತಿದ್ದೇನೆ.,ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,0-20,ರುವಾಂಡಾ,12952218.0,24670.0,525.0,1
2e94c6bf84,ಸಿಹಿ nk ಕನಸುಗಳು ನಿಮ್ಮೆಲ್ಲರನ್ನು ಪ್ರೀತಿಸುತ್ತವೆ,ಧನಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,46-60,ಕಾಂಬೋಡಿಯಾ,16718965.0,176520.0,95.0,2
f4aba8da1c,ಹೋಟೆಲ್ ಕೃತಜ್ಞರಾಗಿರಬೇಕು,ಧನಾತ್ಮಕ,ರಾತ್ರಿ,31-45,ಪಾಕಿಸ್ತಾನ,220892340.0,770880.0,287.0,2
52fc580b72,"ಸಿಡಿಗಳು,,,,,,,,, **** ಖಾಲಿ ಡಿಸ್ಕ್‌ಗಳನ್ನು ಸುಡುತ್ತಿದೆ",ಧನಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,60-70,ಎಸ್ಟೋನಿಯಾ,1326535.0,42390.0,31.0,2
6f3818a39e,"ನಮ್ಮ ಲೈವ್, ಇಂಟರ್ಯಾಕ್ಟಿವ್ ಟ್ರಾನ್ಸ್-ಸೈಬೀರಿಯನ್ ಟಿಕೆಟ್ ಪ್ಲಾನರ್‌ನ ಆವೃತ್ತಿ 2 ಅನ್ನು ಪ್ರಾರಂಭಿಸಲಾಗಿದೆ: http://tinyurl.com/c5ljwm - ಇದು ತುಂಬಾ ತಂಪಾಗಿದೆ",ಧನಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,0-20,ಉಕ್ರೇನ್,43733762.0,579320.0,75.0,2
c7489a23fa,"ನೀವು ಇತ್ತೀಚಿಗೆ ನಮ್ಮನ್ನು ಅನುಸರಿಸಿದ್ದರೆ, ನಾವು ಮತ್ತೆ ಅನುಸರಿಸಿಲ್ಲ ಎಂದು ಅಸಮಾಧಾನಗೊಳ್ಳಬೇಡಿ. ನಾವು ನಮ್ಮ ಮಿತಿಯನ್ನು ಮುಟ್ಟಿದ್ದೇವೆ.   ನಾವು ಶೀಘ್ರದಲ್ಲೇ ಮುಕ್ತರಾಗುತ್ತೇವೆ ಎಂದು ಭಾವಿಸುತ್ತೇವೆ.",ಧನಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,60-70,ಕೊಲಂಬಿಯಾ,50882891.0,1109500.0,46.0,2
23a614d341,http://twitpic.com/67ofz - ಉಫ್ ಗ್ರಾಸ್,ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,0-20,ಜಾರ್ಜಿಯಾ,3989167.0,69490.0,57.0,0
9cba8bf464,ನನ್ನ ಎಲ್ಲಾ ಹೊಸ ಅನುಯಾಯಿಗಳಿಗೆ ಧನ್ಯವಾದಗಳು!,ಧನಾತ್ಮಕ,ರಾತ್ರಿ,31-45,ಲೆಸೊಥೊ,2142249.0,30360.0,71.0,2
39923ಬಿಬಿ286,ನೀವು ಅದ್ಭುತ ಅದೃಷ್ಟವಂತರು,ಧನಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ಸಿರಿಯಾ,17500658.0,183630.0,95.0,2
77338f26c5,ನಾನು ರಾತ್ರಿ ಪಾಳಿಗಳನ್ನು ಮಾಡಲು ಇಷ್ಟಪಡುತ್ತೇನೆ...ಒಂದು ಗಂಟೆಯಲ್ಲಿ ಮಾಡಲಾಗುವುದು,ಧನಾತ್ಮಕ,ರಾತ್ರಿ,31-45,ಜೋರ್ಡಾನ್,10203134.0,88780.0,115.0,2
5a91b175f6,", ಶುಭರಾತ್ರಿ",ಧನಾತ್ಮಕ,ರಾತ್ರಿ,31-45,ಈಕ್ವಟೋರಿಯಲ್ ಗಿನಿಯಾ,1402985.0,28050.0,50.0,2
97334eb7c0,"ಎಲ್ಲರಿಗೂ ಶುಭೋದಯ, ನೆರೆಹೊರೆಯಲ್ಲಿ ಎಂತಹ ಅದ್ಭುತವಾದ ದಿನ ಇಂದು ಬೆಳಿಗ್ಗೆ ಮತ್ತೊಂದು 60 ಅನ್ನು ಅನುಸರಿಸುತ್ತಿರುವ ಎಲ್ಲರಿಗೂ ಧನ್ಯವಾದಗಳು",ಧನಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,0-20,ಗಿನಿಯಾ,13132795.0,246000.0,53.0,2
a717783c80,ಕೆಲಸದಲ್ಲಿ 500 ಲಕೋಟೆಗಳನ್ನು ಉದ್ದೇಶಿಸಿ ನನ್ನ ಮಣಿಕಟ್ಟನ್ನು ಕೊಲ್ಲುವ ಮೊದಲು ತಿನ್ನಲು ತ್ವರಿತವಾದ ಕಚ್ಚುವಿಕೆಯನ್ನು ಪಡೆಯುತ್ತಿದ್ದೇನೆ,ಋಣಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ಪೋರ್ಚುಗಲ್,10196709.0,91590.0,111.0,0
e77a8f8f2d,ಟ್ವಿಟರ್ ಎಲ್ಲಾ ವಿನೋದವನ್ನು ಹಾಳುಮಾಡಿದೆ. ನಿರಾಶಾದಾಯಕವಾಗಿ ನಿಧಾನ!!  ಸರಿಯಾಗಿ ಬಿಡ್ ಕೂಡ ಮಾಡಲಾಗಲಿಲ್ಲ!,ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,0-20,ಟಿಮೋರ್-ಲೆಸ್ಟೆ,1318445.0,14870.0,89.0,0
895cec1c48,ನಾನು ಮಾಡುತ್ತೇನೆ ಆದರೆ ಇದು ಕೇವಲ ವಿಡಿಯೊ/ಫೋಟೋ ಸ್ಲೈಡ್‌ಶೋ ಮಾತ್ರ. ನಾನು ಇದನ್ನು ವಿನೋದಕ್ಕಾಗಿ ಮಾತ್ರ ಮಾಡುತ್ತೇನೆ http://www.youtube.com/eyezaddiction,ಧನಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,60-70,ಬಲ್ಗೇರಿಯಾ,6948445.0,108560.0,64.0,2
6ed0958471,ನಾನು ಮೊದಲ ಬಾರಿ ಆಡಿದಂತೆಯೇ ಬಯೋಶಾಕ್ ಅದ್ಭುತವಾಗಿದೆ. ಈಗ ನಿದ್ರೆ ನಂತರ ಇನ್ನಷ್ಟು ಬಯೋಶಾಕ್ ನಾಳೆ,ಧನಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,0-20,ಜಾರ್ಜಿಯಾ,3989167.0,69490.0,57.0,2
7067e6046d,"ಆಫ್ರಿಕಾದ ಜಾಯ್ ಕ್ಯಾಸ್ಟರ್‌ಬ್ರಿಡ್ಜ್ ಫಾರ್ಮ್‌ನಲ್ಲಿ ನಿಮ್ಮ ಬಹಳಷ್ಟು ಸಂಗತಿಗಳನ್ನು ನೋಡಿದ್ದೇನೆ, ಮ್ಪುಮಲಂಗಾದಲ್ಲಿರುವ ವೈಟ್ ರಿವರ್. ನಿಮ್ಮ ವಿಷಯವನ್ನು ನೋಡಿ ತುಂಬಾ ರೋಮಾಂಚನವಾಯಿತು",ಧನಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,21-30,ಸೀಶೆಲ್ಸ್,98347.0,460.0,214.0,2
5f857f8279,"ಮ್ಯೂಸಿಕ್ ಸೋಲ್ ಚೈಲ್ಡ್ ಅನ್ನು ಕೇಳಲು ಬಯಸುತ್ತದೆ, ಆದರೆ ಅದು ಐಪಾಡ್‌ನಲ್ಲಿಲ್ಲ",ತಟಸ್ಥ,ರಾತ್ರಿ,70-100,ಲಾವೋಸ್,7275560.0,230800.0,32.0,1
650fcedd22,ಅವನು ಹಿಂತಿರುಗಿದ್ದಾನೆ! 40 ನಿಮಿಷಗಳಲ್ಲಿ ಅವರನ್ನು ಭೇಟಿಯಾಗುತ್ತೇನೆ,ತಟಸ್ಥ,ಮಧ್ಯಾಹ್ನ,60-70,ಸೊಮಾಲಿಯಾ,15893222.0,627340.0,25.0,1
a375a16694,ಎಚ್ಚರವಾಗಿದೆ.  ಇನ್ನೂ ಅನಾರೋಗ್ಯ ಅನಿಸುತ್ತಿದೆ.     ಆದರೆ ನಾನು ಕನಿಷ್ಟ ಬ್ಲಾಗ್ ಅನ್ನು ಮಾಡಿದ್ದೇನೆ. http://plurk.com/p/x17t9,ಧನಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,46-60,ಕಾಂಗೋ ಪ್ರಜಾಸತ್ತಾತ್ಮಕ ಗಣರಾಜ್ಯ,89561403.0,2267050.0,40.0,2
311d2b185b,ಟ್ರೇಸಿ ಮತ್ತು ಬರ್ವಿಕ್ ನನ್ನ ನೋವು ಮುರಿಯುವ ಹೃದಯವನ್ನು ಒಡೆಯುತ್ತಾರೆ ಅವರು ಹಜಾರದಲ್ಲಿ ಮಾರ್ಗಗಳನ್ನು ವಿಭಜಿಸಿದರು.,ಋಣಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ಭಾರತ,1380004385.0,2973190.0,464.0,0
e0e9cb3902,<------------ ದೇವರ ಕುರಿಮರಿಯಿಂದ **** ಅನ್ನು ಕೇಳುತ್ತಿದೆ,ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,46-60,ಮೊಜಾಂಬಿಕ್,31255435.0,786380.0,40.0,1
e3592de395,ಆಹಾ _ಮೇರಿ ನನ್ನ ಸಹೋದರನ ಫೋನ್‌ನಲ್ಲಿನ ವಾಲ್‌ಪೇಪರ್ ಡಾಲಿ ದಿ ಶೀಪ್ ಆಹಾ ನಾನು ಲೋಲಿಂಗ್ ಆಗಿದ್ದೇನೆ.,ಧನಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,21-30,ಕೀನ್ಯಾ,53771296.0,569140.0,94.0,2
2bb3411362,ಗಂಭೀರವಾಗಿ ಎದೆಗುಂದಿದೆ!!!,ಋಣಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ಬೆಲೀಜ್,397628.0,22810.0,17.0,0
d7b287d1e7,ಜನರಿಂದ ಎಲ್ಲ 5 ಗಂಟೆಯ ಟ್ವೀಟ್‌ಗಳು ಎಲ್ಲಿವೆ... ಓಹ್ ಅದು ಸರಿ... ಅವರು ನಿನ್ನೆ ರಾತ್ರಿ #houseofrock ಅನ್ನು ತೆರೆದರು ಆದ್ದರಿಂದ ಅವರು ಇನ್ನೂ ಹಾಸಿಗೆಯಲ್ಲಿದ್ದಾರೆ,ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,46-60,ಸೊಲೊಮನ್ ದ್ವೀಪಗಳು,686884.0,28000.0,25.0,1
09910a212e,"ನನಗೆ ತುಂಬಾ ಬೇಸರವಾಗಿದೆ, ಏನು ಮಾಡಬೇಕೆಂದು ನನಗೆ ನಿಜವಾಗಿಯೂ ತಿಳಿದಿಲ್ಲ!",ಋಣಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,21-30,ಚಾಡ್,16425864.0,1259200.0,13.0,0
3a23f53b85,ಇದು ಸುಂದರವಾದ ಜೋಡಿ ಶೂಗಳು. ನಾನು ಇತರ ನೈಕ್ ಶೂಗಳನ್ನು ಖರೀದಿಸಲು ಯೋಗ್ಯವಾಗಿದೆಯೇ ಎಂದು ಪರಿಶೀಲಿಸಿದೆ ... ಅದು,ಧನಾತ್ಮಕ,ರಾತ್ರಿ,31-45,ಜೋರ್ಡಾನ್,10203134.0,88780.0,115.0,2
0e0b4a2960,ಸಹ IE8 ಉತ್ತಮ ಎಂದು,ಧನಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ದಕ್ಷಿಣ ಆಫ್ರಿಕಾ,59308690.0,1213090.0,49.0,2
e8ce4f8bdc,"ಓಹ್ ಸ್ನ್ಯಾಪ್, ಆನಂದಿಸಿ",ತಟಸ್ಥ,ಮಧ್ಯಾಹ್ನ,21-30,ನೇಪಾಳ,29136808.0,143350.0,203.0,1
fd1ebb37c3,ಓಯಿ ಮಡೆಮೊಯಿಸೆಲ್. ಈ ದಿನಗಳಲ್ಲಿ ನೀವು ಒಂದರೊಳಗೆ ಬಡಿದುಕೊಳ್ಳದೆಯೇ ತಿರುಗಬಹುದು.,ತಟಸ್ಥ,ಮಧ್ಯಾಹ್ನ,60-70,ಎಲ್ ಸಾಲ್ವಡಾರ್,6486205.0,20720.0,313.0,1
1b65a5216d,ಹಾಹಾ ನಾನು ಅದನ್ನು ನೆನಪಿಸಿಕೊಳ್ಳುತ್ತೇನೆ ****,ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,46-60,ಅರ್ಜೆಂಟೀನಾ,45195774.0,2736690.0,17.0,1
bdf9453e5e,"ಹೌದು, ನಾನು ಇದನ್ನು ಮೊದಲು ನೋಡಿದ್ದೇನೆ, ತಮಾಷೆಯ *ಹೇ ಜೇನು, ಜಿಲ್ ನನಗೆ ಪೆಟ್ಟಿಗೆಯಲ್ಲಿ ****",ತಟಸ್ಥ,ರಾತ್ರಿ,70-100,ಟರ್ಕಿ,84339067.0,770000.0,110.0,1
3690fcb40e,"http://twitpic.com/4ja8r - ಹೇಳಿ, ನೀವು ಅಂತಹ ವ್ಯಕ್ತಿಯನ್ನು ಹೇಗೆ ಪ್ರೀತಿಸಬಾರದು?",ತಟಸ್ಥ,ಮಧ್ಯಾಹ್ನ,60-70,ಗಿನಿ-ಬಿಸ್ಸೌ,1968001.0,28120.0,70.0,1
852edc3769,ನನ್ನನ್ನು ಕ್ಷಮಿಸಿ.,ಋಣಾತ್ಮಕ,ರಾತ್ರಿ,31-45,ಬುರ್ಕಿನಾ ಫಾಸೊ,20903273.0,273600.0,76.0,0
c10f52f160,"ಮನೆಗೆ ಹೋಗುವುದಾಗಿದೆ. ನಾನು ಸಾಮಾನ್ಯವಾಗಿ `ಮಿ. ಧನಾತ್ಮಕ` ಆದರೆ ಇದು ಆ ಬೆರಗುಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ. ಸರಿ, ನಾಳೆಗೆ 15 ನಿಮಿಷಗಳು!",ತಟಸ್ಥ,ರಾತ್ರಿ,70-100,ಗಯಾನಾ,786552.0,196850.0,4.0,1
e79ca3a450,ನಾನು ಎಲ್ಲಾ ವಿನೋದವನ್ನು ಕಳೆದುಕೊಂಡಿದ್ದೇನೆ aww *cryin* lol,ಋಣಾತ್ಮಕ,ರಾತ್ರಿ,31-45,ಸ್ಪೇನ್,46754778.0,498800.0,94.0,0
1a1c392802,ನನ್ನ ತಂದೆಯೊಂದಿಗೆ ಅಡುಗೆಮನೆಯಲ್ಲಿ ಒಟ್ಟಿಗೆ ವಿನೋದದಿಂದ ಅಡುಗೆ ಮಾಡುತ್ತಿದ್ದೇನೆ,ಧನಾತ್ಮಕ,ರಾತ್ರಿ,31-45,ಹೊಂಡುರಾಸ್,9904607.0,111890.0,89.0,2
53969f2468,ಹೇ! ಅದು ನನ್ನ ಶಾಲೆ! ನಾನು ಆ ಸ್ಥಳವನ್ನು ದ್ವೇಷಿಸುತ್ತೇನೆ.,ಋಣಾತ್ಮಕ,ರಾತ್ರಿ,31-45,ಜಿಬೌಟಿ,988000.0,23180.0,43.0,0
fab844f0c2,ಧನ್ಯವಾದಗಳು! ಮರಳಿ ಸ್ವಾಗತ!,ಧನಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,0-20,ಶ್ರೀಲಂಕಾ,21413249.0,62710.0,341.0,2
356bdefc64,"ನಮ್ಮ ಪ್ರತಿಯೊಬ್ಬರ ಬಟನ್ ಅನ್ನು ಮರಳಿ ತರುವವರೆಗೆ, PT @ http://twitter.com/public_timeline ಅನ್ನು ಪ್ರವೇಶಿಸಿ ಅಥವಾ ಸೆಟ್ಟಿಂಗ್‌ಗಳ ಕೆಳಭಾಗದಲ್ಲಿ ಲಿಂಕ್ ಮಾಡಿ.",ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,46-60,ಅರ್ಜೆಂಟೀನಾ,45195774.0,2736690.0,17.0,1
a5cee2035b,"ನನ್ನ ಸ್ಥಳದಲ್ಲಿ ಎಲ್ಲರೂ ನಾಳೆ ದೀಪೋತ್ಸವ, ತೋಫು ನಾಯಿಗಳು ಮತ್ತು ಆಸ್ಟಿನ್ ಪವರ್ಸ್.",ತಟಸ್ಥ,ರಾತ್ರಿ,70-100,ಬಾರ್ಬಡೋಸ್,287375.0,430.0,668.0,1
19d585c61b,"ನನ್ನ ಬಡ ಹೀದರ್, ಅವಳು ಚೀರ್ಲೀಡಿಂಗ್ ತಂಡವನ್ನು ಮಾಡಲಿಲ್ಲ. ನನ್ನನ್ನು ಕ್ಷಮಿಸಿ ಹೆಣ್ಣು ಮಗು. ಬಹುಶಃ ಮುಂದಿನ ವರ್ಷ",ಋಣಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ಇಟಲಿ,60461826.0,294140.0,206.0,0
ea348ea738,ಅವನೇ ಸತ್ಯ! ಆದರೆ ಮ್ಯಾಕ್ಸ್ವೆಲ್ ಬಗ್ಗೆ ಏನು? ನನ್ನ ಮಕ್ಕಳ ಭವಿಷ್ಯದ ತಂದೆಯನ್ನು ನೀವು ಮರೆಯಲು ಸಾಧ್ಯವಿಲ್ಲ!,ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,0-20,ಬೋಸ್ನಿಯಾ ಮತ್ತು ಹರ್ಜೆಗೋವಿನಾ,3280819.0,51000.0,64.0,1
297f7d9e0f,"ಹೌದು, ನನಗೆ ಅವನ ಫ್ರಿಕನ್ ಸೆಲ್ ಸಂಖ್ಯೆ ಬೇಕು, ತಿಂಗಳುಗಟ್ಟಲೆ ಅವನ ಮನೆಗೆ ಪ್ರಯತ್ನಿಸಿದೆ ಮತ್ತು ಅವನು ತುಂಬಾ ಕಾರ್ಯನಿರತನಾಗಿರುತ್ತಾನೆ. ನಾನು ಬ್ರಾಡ್ಡ್ಡ್ಡ್ಡ್ಡ್ಡ್ ಅನ್ನು ಕಳೆದುಕೊಳ್ಳುತ್ತೇನೆ",ಋಣಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,21-30,ಮಾರಿಷಸ್,1271768.0,2030.0,626.0,0
